"IDs","systemIndex","activeFireBufferCount","activeFireCoreCount","forest","month","year","date","dayNaightCore","dayNightBuffer","areaBurnedBuffer","areaBurnedCore","rateBurnedBuffer","rateBurnedCore"
11787,"1_2007_06_17",0,0,"Wari-Maro",6,2007,2007-06-17,"Day","Day",0,0,0,0
11788,"1_2007_06_18",0,0,"Wari-Maro",6,2007,2007-06-18,"Day","Day",0,0,0,0
11789,"1_2007_06_19",0,0,"Wari-Maro",6,2007,2007-06-19,"Day","Day",0,0,0,0
11790,"1_2007_06_20",0,0,"Wari-Maro",6,2007,2007-06-20,"Day","Day",0,0,0,0
11791,"1_2007_06_21",0,0,"Wari-Maro",6,2007,2007-06-21,"Day","Day",0,0,0,0
11792,"1_2007_06_22",0,0,"Wari-Maro",6,2007,2007-06-22,"Day","Day",0,0,0,0
11793,"1_2007_06_23",0,0,"Wari-Maro",6,2007,2007-06-23,"Night","Night",0,0,0,0
11794,"1_2007_06_24",0,0,"Wari-Maro",6,2007,2007-06-24,"Day","Day",0,0,0,0
11795,"1_2007_06_25",0,0,"Wari-Maro",6,2007,2007-06-25,"Day","Day",0,0,0,0
11796,"1_2007_06_26",0,0,"Wari-Maro",6,2007,2007-06-26,"Day","Day",0,0,0,0
11797,"1_2007_06_27",0,0,"Wari-Maro",6,2007,2007-06-27,"Day","Day",0,0,0,0
11798,"1_2007_06_28",0,0,"Wari-Maro",6,2007,2007-06-28,"Night","Night",0,0,0,0
11799,"1_2007_06_29",0,0,"Wari-Maro",6,2007,2007-06-29,"Night","Night",0,0,0,0
11800,"1_2007_06_30",0,0,"Wari-Maro",6,2007,2007-06-30,"Night","Night",0,0,0,0
11801,"1_2007_07_01",0,0,"Wari-Maro",7,2007,2007-07-01,"Day","Day",0,0,0,0
11802,"1_2007_07_02",0,0,"Wari-Maro",7,2007,2007-07-02,"Night","Night",0,0,0,0
11803,"1_2007_07_03",0,0,"Wari-Maro",7,2007,2007-07-03,"Day","Day",0,0,0,0
11804,"1_2007_07_04",0,0,"Wari-Maro",7,2007,2007-07-04,"Day","Day",0,0,0,0
11805,"1_2007_07_05",0,0,"Wari-Maro",7,2007,2007-07-05,"Night","Night",0,0,0,0
11806,"1_2007_07_06",0,0,"Wari-Maro",7,2007,2007-07-06,"Night","Night",0,0,0,0
11807,"1_2007_07_07",0,0,"Wari-Maro",7,2007,2007-07-07,"Night","Night",0,0,0,0
11808,"1_2007_07_08",0,0,"Wari-Maro",7,2007,2007-07-08,"Day","Day",0,0,0,0
11809,"1_2007_07_09",0,0,"Wari-Maro",7,2007,2007-07-09,"Night","Night",0,0,0,0
11810,"1_2007_07_10",0,0,"Wari-Maro",7,2007,2007-07-10,"Day","Day",0,0,0,0
11811,"1_2007_07_11",0,0,"Wari-Maro",7,2007,2007-07-11,"Night","Day",0,0,0,0
11812,"1_2007_07_12",0,0,"Wari-Maro",7,2007,2007-07-12,"Night","Day",0,0,0,0
11813,"1_2007_07_13",0,0,"Wari-Maro",7,2007,2007-07-13,"Day","Day",0,0,0,0
11814,"1_2007_07_14",0,0,"Wari-Maro",7,2007,2007-07-14,"Night","Night",0,0,0,0
11815,"1_2007_07_15",0,0,"Wari-Maro",7,2007,2007-07-15,"Day","Day",0,0,0,0
11816,"1_2007_07_16",0,0,"Wari-Maro",7,2007,2007-07-16,"Day","Day",0,0,0,0
11817,"1_2007_07_17",0,0,"Wari-Maro",7,2007,2007-07-17,"Day","Day",0,0,0,0
11818,"1_2007_07_18",0,0,"Wari-Maro",7,2007,2007-07-18,"Night","Night",0,0,0,0
11819,"1_2007_07_19",0,0,"Wari-Maro",7,2007,2007-07-19,"Night","Night",0,0,0,0
11820,"1_2007_07_20",0,0,"Wari-Maro",7,2007,2007-07-20,"Day","Day",0,0,0,0
11821,"1_2007_07_21",0,0,"Wari-Maro",7,2007,2007-07-21,"Day","Day",0,0,0,0
11822,"1_2007_07_22",0,0,"Wari-Maro",7,2007,2007-07-22,"Day","Day",0,0,0,0
11823,"1_2007_07_23",0,0,"Wari-Maro",7,2007,2007-07-23,"Night","Night",0,0,0,0
11824,"1_2007_07_24",0,0,"Wari-Maro",7,2007,2007-07-24,"Day","Day",0,0,0,0
11825,"1_2007_07_25",0,0,"Wari-Maro",7,2007,2007-07-25,"Night","Night",0,0,0,0
11826,"1_2007_07_26",0,0,"Wari-Maro",7,2007,2007-07-26,"Day","Day",0,0,0,0
11827,"1_2007_07_27",0,0,"Wari-Maro",7,2007,2007-07-27,"Day","Night",0,0,0,0
11828,"1_2007_07_28",0,0,"Wari-Maro",7,2007,2007-07-28,"Night","Night",0,0,0,0
11829,"1_2007_07_29",0,0,"Wari-Maro",7,2007,2007-07-29,"Night","Day",0,0,0,0
11830,"1_2007_07_30",0,0,"Wari-Maro",7,2007,2007-07-30,"Day","Day",0,0,0,0
11831,"1_2007_07_31",0,0,"Wari-Maro",7,2007,2007-07-31,"Day","Day",0,0,0,0
11832,"1_2007_08_01",0,0,"Wari-Maro",8,2007,2007-08-01,"Day","Day",0,0,0,0
11833,"1_2007_08_02",0,0,"Wari-Maro",8,2007,2007-08-02,"Day","Day",0,0,0,0
11834,"1_2007_08_03",0,0,"Wari-Maro",8,2007,2007-08-03,"Night","Night",0,0,0,0
11835,"1_2007_08_04",0,0,"Wari-Maro",8,2007,2007-08-04,"Day","Day",0,0,0,0
11836,"1_2007_08_05",0,0,"Wari-Maro",8,2007,2007-08-05,"Day","Day",0,0,0,0
11837,"1_2007_08_06",0,0,"Wari-Maro",8,2007,2007-08-06,"Night","Night",0,0,0,0
11838,"1_2007_08_07",0,0,"Wari-Maro",8,2007,2007-08-07,"Day","Day",0,0,0,0
11839,"1_2007_08_08",0,0,"Wari-Maro",8,2007,2007-08-08,"Day","Day",0,0,0,0
11840,"1_2007_08_09",0,0,"Wari-Maro",8,2007,2007-08-09,"Day","Day",0,0,0,0
11841,"1_2007_08_10",0,0,"Wari-Maro",8,2007,2007-08-10,"Night","Night",0,0,0,0
11842,"1_2007_08_11",0,0,"Wari-Maro",8,2007,2007-08-11,"Night","Night",0,0,0,0
11843,"1_2007_08_12",0,0,"Wari-Maro",8,2007,2007-08-12,"Day","Day",0,0,0,0
11844,"1_2007_08_13",0,0,"Wari-Maro",8,2007,2007-08-13,"Night","Night",0,0,0,0
11845,"1_2007_08_14",0,0,"Wari-Maro",8,2007,2007-08-14,"Night","Night",0,0,0,0
11846,"1_2007_08_15",0,0,"Wari-Maro",8,2007,2007-08-15,"Day","Day",0,0,0,0
11847,"1_2007_08_16",0,0,"Wari-Maro",8,2007,2007-08-16,"Day","Day",0,0,0,0
11848,"1_2007_08_17",0,0,"Wari-Maro",8,2007,2007-08-17,"Day","Night",0,0,0,0
11849,"1_2007_08_18",0,0,"Wari-Maro",8,2007,2007-08-18,"Day","Day",0,0,0,0
11850,"1_2007_08_19",0,0,"Wari-Maro",8,2007,2007-08-19,"Night","Night",0,0,0,0
11851,"1_2007_08_20",0,0,"Wari-Maro",8,2007,2007-08-20,"Day","Day",0,0,0,0
11852,"1_2007_08_21",0,0,"Wari-Maro",8,2007,2007-08-21,"Day","Day",0,0,0,0
11853,"1_2007_08_22",0,0,"Wari-Maro",8,2007,2007-08-22,"Night","Night",0,0,0,0
11854,"1_2007_08_23",0,0,"Wari-Maro",8,2007,2007-08-23,"Day","Day",0,0,0,0
11855,"1_2007_08_24",0,0,"Wari-Maro",8,2007,2007-08-24,"Night","Day",0,0,0,0
11856,"1_2007_08_25",0,0,"Wari-Maro",8,2007,2007-08-25,"Day","Day",0,0,0,0
11857,"1_2007_08_26",0,0,"Wari-Maro",8,2007,2007-08-26,"Day","Day",0,0,0,0
11858,"1_2007_08_27",0,0,"Wari-Maro",8,2007,2007-08-27,"Day","Day",0,0,0,0
11859,"1_2007_08_28",0,0,"Wari-Maro",8,2007,2007-08-28,"Night","Day",0,0,0,0
11860,"1_2007_08_29",0,0,"Wari-Maro",8,2007,2007-08-29,"Day","Day",0,0,0,0
11861,"1_2007_08_30",0,0,"Wari-Maro",8,2007,2007-08-30,"Day","Day",0,0,0,0
11862,"1_2007_08_31",0,0,"Wari-Maro",8,2007,2007-08-31,"Day","Night",0,0,0,0
11863,"1_2007_09_01",0,0,"Wari-Maro",9,2007,2007-09-01,"Day","Day",0,0,0,0
11864,"1_2007_09_02",0,0,"Wari-Maro",9,2007,2007-09-02,"Day","Day",0,0,0,0
11865,"1_2007_09_03",0,0,"Wari-Maro",9,2007,2007-09-03,"Day","Day",0,0,0,0
11866,"1_2007_09_04",0,0,"Wari-Maro",9,2007,2007-09-04,"Night","Night",0,0,0,0
11867,"1_2007_09_05",0,0,"Wari-Maro",9,2007,2007-09-05,"Day","Day",0,0,0,0
11868,"1_2007_09_06",0,0,"Wari-Maro",9,2007,2007-09-06,"Night","Night",0,0,0,0
11869,"1_2007_09_07",0,0,"Wari-Maro",9,2007,2007-09-07,"Day","Day",0,0,0,0
11870,"1_2007_09_08",0,0,"Wari-Maro",9,2007,2007-09-08,"Day","Day",0,0,0,0
11871,"1_2007_09_09",0,0,"Wari-Maro",9,2007,2007-09-09,"Night","Day",0,0,0,0
11872,"1_2007_09_10",0,0,"Wari-Maro",9,2007,2007-09-10,"Day","Day",0,0,0,0
11873,"1_2007_09_11",0,0,"Wari-Maro",9,2007,2007-09-11,"Night","Night",0,0,0,0
11874,"1_2007_09_12",0,0,"Wari-Maro",9,2007,2007-09-12,"Day","Day",0,0,0,0
11875,"1_2007_09_13",0,0,"Wari-Maro",9,2007,2007-09-13,"Night","Night",0,0,0,0
11876,"1_2007_09_14",0,0,"Wari-Maro",9,2007,2007-09-14,"Night","Night",0,0,0,0
11877,"1_2007_09_15",0,0,"Wari-Maro",9,2007,2007-09-15,"Day","Day",0,0,0,0
11878,"1_2007_09_16",0,0,"Wari-Maro",9,2007,2007-09-16,"Day","Day",0,0,0,0
11879,"1_2007_09_17",0,0,"Wari-Maro",9,2007,2007-09-17,"Day","Day",0,0,0,0
11880,"1_2007_09_18",0,0,"Wari-Maro",9,2007,2007-09-18,"Night","Night",0,0,0,0
11881,"1_2007_09_19",0,0,"Wari-Maro",9,2007,2007-09-19,"Day","Day",0,0,0,0
11882,"1_2007_09_20",0,0,"Wari-Maro",9,2007,2007-09-20,"Night","Night",0,0,0,0
11883,"1_2007_09_21",0,0,"Wari-Maro",9,2007,2007-09-21,"Day","Day",0,0,0,0
11884,"1_2007_09_22",0,0,"Wari-Maro",9,2007,2007-09-22,"Day","Day",0,0,0,0
11885,"1_2007_09_23",0,0,"Wari-Maro",9,2007,2007-09-23,"Night","Night",0,0,0,0
11886,"1_2007_09_24",0,0,"Wari-Maro",9,2007,2007-09-24,"Day","Day",0,0,0,0
11887,"1_2007_09_25",0,0,"Wari-Maro",9,2007,2007-09-25,"Day","Day",0,0,0,0
11888,"1_2007_09_26",0,0,"Wari-Maro",9,2007,2007-09-26,"Day","Day",0,0,0,0
11889,"1_2007_09_27",0,0,"Wari-Maro",9,2007,2007-09-27,"Day","Day",0,0,0,0
11890,"1_2007_09_28",0,0,"Wari-Maro",9,2007,2007-09-28,"Day","Day",0,0,0,0
11891,"1_2007_09_29",0,0,"Wari-Maro",9,2007,2007-09-29,"Night","Day",0,0,0,0
11892,"1_2007_09_30",0,0,"Wari-Maro",9,2007,2007-09-30,"Day","Day",0,0,0,0
11893,"1_2007_10_01",0,0,"Wari-Maro",10,2007,2007-10-01,"Night","Day",0,0,0,0
11894,"1_2007_10_02",0,0,"Wari-Maro",10,2007,2007-10-02,"Night","Night",0,0,0,0
11895,"1_2007_10_03",0,0,"Wari-Maro",10,2007,2007-10-03,"Day","Day",0,0,0,0
11896,"1_2007_10_04",0,0,"Wari-Maro",10,2007,2007-10-04,"Day","Day",0,0,0,0
11897,"1_2007_10_05",0,0,"Wari-Maro",10,2007,2007-10-05,"Day","Day",0,0,0,0
11898,"1_2007_10_06",0,0,"Wari-Maro",10,2007,2007-10-06,"Night","Night",0,0,0,0
11899,"1_2007_10_07",0,0,"Wari-Maro",10,2007,2007-10-07,"Day","Night",0,0,0,0
11900,"1_2007_10_08",0,0,"Wari-Maro",10,2007,2007-10-08,"Day","Day",0,0,0,0
11901,"1_2007_10_09",0,0,"Wari-Maro",10,2007,2007-10-09,"Day","Night",0,0,0,0
11902,"1_2007_10_10",0,0,"Wari-Maro",10,2007,2007-10-10,"Day","Day",0,0,0,0
11903,"1_2007_10_11",0,0,"Wari-Maro",10,2007,2007-10-11,"Day","Day",0,0,0,0
11904,"1_2007_10_12",0,0,"Wari-Maro",10,2007,2007-10-12,"Day","Day",0,0,0,0
11905,"1_2007_10_13",0,0,"Wari-Maro",10,2007,2007-10-13,"Day","Night",0,0,0,0
11906,"1_2007_10_14",0,0,"Wari-Maro",10,2007,2007-10-14,"Night","Day",0,0,0,0
11907,"1_2007_10_15",0,0,"Wari-Maro",10,2007,2007-10-15,"Day","Day",0,0,0,0
11908,"1_2007_10_16",0,0,"Wari-Maro",10,2007,2007-10-16,"Night","Night",0,0,0,0
11909,"1_2007_10_17",0,0,"Wari-Maro",10,2007,2007-10-17,"Day","Day",0,0,0,0
11910,"1_2007_10_18",0,0,"Wari-Maro",10,2007,2007-10-18,"Day","Day",0,0,0,0
11911,"1_2007_10_19",0,0,"Wari-Maro",10,2007,2007-10-19,"Day","Day",0,0,0,0
11912,"1_2007_10_20",0,0,"Wari-Maro",10,2007,2007-10-20,"Day","Day",0,0,0,0
11913,"1_2007_10_21",0,0,"Wari-Maro",10,2007,2007-10-21,"Day","Day",0,0,0,0
11914,"1_2007_10_22",0,0,"Wari-Maro",10,2007,2007-10-22,"Night","Night",0,0,0,0
11915,"1_2007_10_23",0,0,"Wari-Maro",10,2007,2007-10-23,"Night","Day",0,0,0,0
11916,"1_2007_10_24",0,0,"Wari-Maro",10,2007,2007-10-24,"Night","Night",0,0,0,0
11917,"1_2007_10_25",0,0,"Wari-Maro",10,2007,2007-10-25,"Day","Day",0,0,0,0
11918,"1_2007_10_26",0,0,"Wari-Maro",10,2007,2007-10-26,"Day","Day",0,0,0,0
11919,"1_2007_10_27",0,0,"Wari-Maro",10,2007,2007-10-27,"Night","Night",0,0,0,0
11920,"1_2007_10_28",0,0,"Wari-Maro",10,2007,2007-10-28,"Day","Day",0,0,0,0
11921,"1_2007_10_29",0,0,"Wari-Maro",10,2007,2007-10-29,"Night","Night",0,0,0,0
11922,"1_2007_10_30",0,0,"Wari-Maro",10,2007,2007-10-30,"Day","Day",0,0,0,0
11923,"1_2007_10_31",0,0,"Wari-Maro",10,2007,2007-10-31,"Day","Day",0,0,0,0
11924,"1_2007_11_01",0,0,"Wari-Maro",11,2007,2007-11-01,"Day","Day",0,0,0,0
11925,"1_2007_11_02",0,0,"Wari-Maro",11,2007,2007-11-02,"Day","Day",0,0,0,0
11926,"1_2007_11_03",0,0,"Wari-Maro",11,2007,2007-11-03,"Day","Day",0,0,0,0
11927,"1_2007_11_04",0,0,"Wari-Maro",11,2007,2007-11-04,"Day","Day",0,0,0,0
11928,"1_2007_11_05",0,0,"Wari-Maro",11,2007,2007-11-05,"Day","Day",0,0,0,0
11929,"1_2007_11_06",0,0,"Wari-Maro",11,2007,2007-11-06,"Day","Day",0,0,0,0
11930,"1_2007_11_07",0,0,"Wari-Maro",11,2007,2007-11-07,"Night","Night",0,0,0,0
11931,"1_2007_11_08",0,0,"Wari-Maro",11,2007,2007-11-08,"Day","Day",0,0,0,0
11932,"1_2007_11_09",0,0,"Wari-Maro",11,2007,2007-11-09,"Day","Day",0,0,0,0
11933,"1_2007_11_10",0,0,"Wari-Maro",11,2007,2007-11-10,"Night","Night",0,0,0,0
11934,"1_2007_11_11",0,0,"Wari-Maro",11,2007,2007-11-11,"Day","Day",0,0,0,0
11935,"1_2007_11_12",0,0,"Wari-Maro",11,2007,2007-11-12,"Day","Day",0,0,0,0
11936,"1_2007_11_13",0,0,"Wari-Maro",11,2007,2007-11-13,"Day","Day",0,0,0,0
11937,"1_2007_11_14",0,0,"Wari-Maro",11,2007,2007-11-14,"Night","Night",0,0,0,0
11938,"1_2007_11_15",0,0,"Wari-Maro",11,2007,2007-11-15,"Day","Day",0,0,0,0
11939,"1_2007_11_16",0,0,"Wari-Maro",11,2007,2007-11-16,"Day","Night",0,0,0,0
11940,"1_2007_11_17",0,0,"Wari-Maro",11,2007,2007-11-17,"Day","Day",0,0,0,0
11941,"1_2007_11_18",0,0,"Wari-Maro",11,2007,2007-11-18,"Day","Day",0,0,0,0
11942,"1_2007_11_19",0,0,"Wari-Maro",11,2007,2007-11-19,"Day","Day",0,0,0,0
11943,"1_2007_11_20",0,1,"Wari-Maro",11,2007,2007-11-20,"Day","Day",0,2.99,0,0.3
11944,"1_2007_11_21",0,0,"Wari-Maro",11,2007,2007-11-21,"Day","Day",0,0,0,0
11945,"1_2007_11_22",0,0,"Wari-Maro",11,2007,2007-11-22,"Day","Day",0,0,0,0
11946,"1_2007_11_23",0,0,"Wari-Maro",11,2007,2007-11-23,"Night","Night",0,0,0,0
11947,"1_2007_11_24",0,1,"Wari-Maro",11,2007,2007-11-24,"Day","Day",0,1.99,0,0.2
11948,"1_2007_11_25",0,0,"Wari-Maro",11,2007,2007-11-25,"Day","Day",0,0,0,0
11949,"1_2007_11_26",0,0,"Wari-Maro",11,2007,2007-11-26,"Day","Day",0,0,0,0
11950,"1_2007_11_27",1,0,"Wari-Maro",11,2007,2007-11-27,"Day","Day",1,0,0.1,0
11951,"1_2007_11_28",0,0,"Wari-Maro",11,2007,2007-11-28,"Day","Day",0,0,0,0
11952,"1_2007_11_29",1,1,"Wari-Maro",11,2007,2007-11-29,"Day","Day",1,2.99,0.1,0.3
11953,"1_2007_11_30",0,0,"Wari-Maro",11,2007,2007-11-30,"Night","Night",0,0,0,0
11954,"1_2007_12_01",1,0,"Wari-Maro",12,2007,2007-12-01,"Day","Day",1,0,0.1,0
11955,"1_2007_12_02",0,0,"Wari-Maro",12,2007,2007-12-02,"Night","Day",0,0,0,0
11956,"1_2007_12_03",0,0,"Wari-Maro",12,2007,2007-12-03,"Night","Night",0,0,0,0
11957,"1_2007_12_04",0,0,"Wari-Maro",12,2007,2007-12-04,"Day","Day",0,0,0,0
11958,"1_2007_12_05",0,0,"Wari-Maro",12,2007,2007-12-05,"Day","Day",0,0,0,0
11959,"1_2007_12_06",1,1,"Wari-Maro",12,2007,2007-12-06,"Day","Day",3.98,1.99,0.2,0.2
11960,"1_2007_12_07",0,0,"Wari-Maro",12,2007,2007-12-07,"Day","Day",0,0,0,0
11961,"1_2007_12_08",0,0,"Wari-Maro",12,2007,2007-12-08,"Day","Day",0,0,0,0
11962,"1_2007_12_09",0,0,"Wari-Maro",12,2007,2007-12-09,"Night","Night",0,0,0,0
11963,"1_2007_12_10",0,0,"Wari-Maro",12,2007,2007-12-10,"Night","Night",0,0,0,0
11964,"1_2007_12_11",1,1,"Wari-Maro",12,2007,2007-12-11,"Day","Day",28.68,8.16,1.6,0.7
11965,"1_2007_12_12",1,1,"Wari-Maro",12,2007,2007-12-12,"Day","Day",2.98,3.98,0.2,0.4
11966,"1_2007_12_13",1,0,"Wari-Maro",12,2007,2007-12-13,"Day","Day",3.98,0,0.2,0
11967,"1_2007_12_14",0,0,"Wari-Maro",12,2007,2007-12-14,"Day","Day",0,0,0,0
11968,"1_2007_12_15",1,1,"Wari-Maro",12,2007,2007-12-15,"Day","Day",7.03,2.93,0.4,0.3
11969,"1_2007_12_16",0,0,"Wari-Maro",12,2007,2007-12-16,"Night","Night",0,0,0,0
11970,"1_2007_12_17",1,1,"Wari-Maro",12,2007,2007-12-17,"Day","Day",4.92,8.96,0.3,0.8
11971,"1_2007_12_18",0,0,"Wari-Maro",12,2007,2007-12-18,"Night","Night",0,0,0,0
11972,"1_2007_12_19",0,0,"Wari-Maro",12,2007,2007-12-19,"Day","Day",0,0,0,0
11973,"1_2007_12_20",1,1,"Wari-Maro",12,2007,2007-12-20,"Day","Day",6.61,18.28,0.4,1.6
11974,"1_2007_12_21",0,1,"Wari-Maro",12,2007,2007-12-21,"Day","Day",0,1,0,0.1
11975,"1_2007_12_22",0,1,"Wari-Maro",12,2007,2007-12-22,"Day","Day",0,12.95,0,1.2
11976,"1_2007_12_23",1,0,"Wari-Maro",12,2007,2007-12-23,"Day","Day",13.94,0,0.8,0
11977,"1_2007_12_24",1,1,"Wari-Maro",12,2007,2007-12-24,"Day","Day",2.97,1.99,0.2,0.2
11978,"1_2007_12_25",0,0,"Wari-Maro",12,2007,2007-12-25,"Night","Night",0,0,0,0
11979,"1_2007_12_26",1,1,"Wari-Maro",12,2007,2007-12-26,"Day","Day",3.55,2.37,0.2,0.2
11980,"1_2007_12_27",1,1,"Wari-Maro",12,2007,2007-12-27,"Day","Day",12.33,18.92,0.7,1.7
11981,"1_2007_12_28",1,1,"Wari-Maro",12,2007,2007-12-28,"Day","Day",5.34,12.58,0.3,1.1
11982,"1_2007_12_29",1,0,"Wari-Maro",12,2007,2007-12-29,"Day","Day",2.34,0,0.1,0
11983,"1_2007_12_30",0,0,"Wari-Maro",12,2007,2007-12-30,"Day","Day",0,0,0,0
11984,"1_2007_12_31",1,1,"Wari-Maro",12,2007,2007-12-31,"Day","Day",13.33,9.57,0.8,0.9
11985,"1_2008_01_01",0,0,"Wari-Maro",1,2008,2008-01-01,"Night","Night",0,0,0,0
11986,"1_2008_01_02",1,1,"Wari-Maro",1,2008,2008-01-02,"Day","Day",3.84,3.98,0.2,0.4
11987,"1_2008_01_03",0,0,"Wari-Maro",1,2008,2008-01-03,"Day","Day",0,0,0,0
11988,"1_2008_01_04",1,1,"Wari-Maro",1,2008,2008-01-04,"Day","Day",4.98,1,0.3,0.1
11989,"1_2008_01_05",1,1,"Wari-Maro",1,2008,2008-01-05,"Day","Day",7.11,0.86,0.4,0.1
11990,"1_2008_01_06",1,0,"Wari-Maro",1,2008,2008-01-06,"Day","Day",2.05,0,0.1,0
11991,"1_2008_01_07",1,0,"Wari-Maro",1,2008,2008-01-07,"Day","Day",3.05,0,0.2,0
11992,"1_2008_01_08",0,0,"Wari-Maro",1,2008,2008-01-08,"Day","Day",0,0,0,0
11993,"1_2008_01_09",1,1,"Wari-Maro",1,2008,2008-01-09,"Day","Day",12.93,6.97,0.7,0.6
11994,"1_2008_01_10",0,0,"Wari-Maro",1,2008,2008-01-10,"Night","Night",0,0,0,0
11995,"1_2008_01_11",1,1,"Wari-Maro",1,2008,2008-01-11,"Day","Day",7,6.97,0.4,0.6
11996,"1_2008_01_12",0,1,"Wari-Maro",1,2008,2008-01-12,"Day","Day",0,7.97,0,0.7
11997,"1_2008_01_13",1,1,"Wari-Maro",1,2008,2008-01-13,"Day","Day",3.96,12.95,0.2,1.2
11998,"1_2008_01_14",1,0,"Wari-Maro",1,2008,2008-01-14,"Day","Day",2.42,0,0.1,0
11999,"1_2008_01_15",0,0,"Wari-Maro",1,2008,2008-01-15,"Day","Day",0,0,0,0
12000,"1_2008_01_16",0,0,"Wari-Maro",1,2008,2008-01-16,"Day","Day",0,0,0,0
12001,"1_2008_01_17",0,0,"Wari-Maro",1,2008,2008-01-17,"Night","Night",0,0,0,0
12002,"1_2008_01_18",0,0,"Wari-Maro",1,2008,2008-01-18,"Day","Day",0,0,0,0
12003,"1_2008_01_19",0,0,"Wari-Maro",1,2008,2008-01-19,"Day","Day",0,0,0,0
12004,"1_2008_01_20",0,1,"Wari-Maro",1,2008,2008-01-20,"Day","Day",0,1,0,0.1
12005,"1_2008_01_21",1,1,"Wari-Maro",1,2008,2008-01-21,"Day","Day",5.98,4.98,0.3,0.4
12006,"1_2008_01_22",1,0,"Wari-Maro",1,2008,2008-01-22,"Day","Day",10.7,0,0.6,0
12007,"1_2008_01_23",0,0,"Wari-Maro",1,2008,2008-01-23,"Day","Day",0,0,0,0
12008,"1_2008_01_24",1,0,"Wari-Maro",1,2008,2008-01-24,"Day","Day",17.93,0,1,0
12009,"1_2008_01_25",1,0,"Wari-Maro",1,2008,2008-01-25,"Day","Day",1,0,0.1,0
12010,"1_2008_01_26",1,0,"Wari-Maro",1,2008,2008-01-26,"Night","Night",1,0,0.1,0
12011,"1_2008_01_27",1,0,"Wari-Maro",1,2008,2008-01-27,"Day","Day",0.88,0,0,0
12012,"1_2008_01_28",0,0,"Wari-Maro",1,2008,2008-01-28,"Day","Day",0,0,0,0
12013,"1_2008_01_29",1,1,"Wari-Maro",1,2008,2008-01-29,"Day","Day",5.06,1.91,0.3,0.2
12014,"1_2008_01_30",1,1,"Wari-Maro",1,2008,2008-01-30,"Day","Day",0.89,4.08,0.1,0.4
12015,"1_2008_01_31",1,0,"Wari-Maro",1,2008,2008-01-31,"Day","Day",5.98,0,0.3,0
12016,"1_2008_02_01",0,0,"Wari-Maro",2,2008,2008-02-01,"Day","Day",0,0,0,0
12017,"1_2008_02_02",0,0,"Wari-Maro",2,2008,2008-02-02,"Night","Night",0,0,0,0
12018,"1_2008_02_03",1,0,"Wari-Maro",2,2008,2008-02-03,"Day","Day",1.99,0,0.1,0
12019,"1_2008_02_04",1,0,"Wari-Maro",2,2008,2008-02-04,"Day","Day",4.98,0,0.3,0
12020,"1_2008_02_05",0,0,"Wari-Maro",2,2008,2008-02-05,"Day","Day",0,0,0,0
12021,"1_2008_02_06",0,0,"Wari-Maro",2,2008,2008-02-06,"Day","Day",0,0,0,0
12022,"1_2008_02_07",0,0,"Wari-Maro",2,2008,2008-02-07,"Day","Day",0,0,0,0
12023,"1_2008_02_08",0,0,"Wari-Maro",2,2008,2008-02-08,"Day","Day",0,0,0,0
12024,"1_2008_02_09",0,0,"Wari-Maro",2,2008,2008-02-09,"Day","Day",0,0,0,0
12025,"1_2008_02_10",1,0,"Wari-Maro",2,2008,2008-02-10,"Day","Day",1.99,0,0.1,0
12026,"1_2008_02_11",0,0,"Wari-Maro",2,2008,2008-02-11,"Night","Night",0,0,0,0
12027,"1_2008_02_12",0,0,"Wari-Maro",2,2008,2008-02-12,"Day","Day",0,0,0,0
12028,"1_2008_02_13",0,0,"Wari-Maro",2,2008,2008-02-13,"Day","Day",0,0,0,0
12029,"1_2008_02_14",0,0,"Wari-Maro",2,2008,2008-02-14,"Day","Day",0,0,0,0
12030,"1_2008_02_15",0,0,"Wari-Maro",2,2008,2008-02-15,"Day","Day",0,0,0,0
12031,"1_2008_02_16",0,0,"Wari-Maro",2,2008,2008-02-16,"Day","Day",0,0,0,0
12032,"1_2008_02_17",1,0,"Wari-Maro",2,2008,2008-02-17,"Day","Day",8.96,0,0.5,0
12033,"1_2008_02_18",0,0,"Wari-Maro",2,2008,2008-02-18,"Night","Night",0,0,0,0
12034,"1_2008_02_19",0,1,"Wari-Maro",2,2008,2008-02-19,"Day","Day",0,1.99,0,0.2
12035,"1_2008_02_20",0,0,"Wari-Maro",2,2008,2008-02-20,"Day","Day",0,0,0,0
12036,"1_2008_02_21",0,0,"Wari-Maro",2,2008,2008-02-21,"Day","Day",0,0,0,0
12037,"1_2008_02_22",0,0,"Wari-Maro",2,2008,2008-02-22,"Day","Day",0,0,0,0
12038,"1_2008_02_23",0,0,"Wari-Maro",2,2008,2008-02-23,"Day","Day",0.06,0,0,0
12039,"1_2008_02_24",0,0,"Wari-Maro",2,2008,2008-02-24,"Day","Day",0,0,0,0
12040,"1_2008_02_25",0,0,"Wari-Maro",2,2008,2008-02-25,"Day","Day",0,0,0,0
12041,"1_2008_02_26",0,0,"Wari-Maro",2,2008,2008-02-26,"Day","Day",0,0,0,0
12042,"1_2008_02_27",0,0,"Wari-Maro",2,2008,2008-02-27,"Night","Night",0,0,0,0
12043,"1_2008_02_28",0,0,"Wari-Maro",2,2008,2008-02-28,"Day","Day",0,0,0,0
